,start_date,end_date,retail_type_code,retail_type_description_original,retail_type_description_en,turnover_index,average_anual_variation_rate,year_on_year_rate_of_change,monthly_rate_of_change
766,2022-10-01,2022-10-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",183.94,1.8,27.9,0.5
767,2022-09-01,2022-09-30,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",182.97,-0.7,25.9,13.0
768,2022-08-01,2022-08-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",161.88,-1.8,27.5,-9.0
769,2022-07-01,2022-07-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",177.87,-2.9,23.8,13.9
770,2022-06-01,2022-06-30,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",156.15,-4.9,-0.9,-2.2
771,2022-05-01,2022-05-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",159.71,-2.1,3.8,7.6
772,2022-04-01,2022-04-30,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",148.47,-1.8,-16.2,-6.1
773,2022-03-01,2022-03-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",158.14,2.9,-17.0,13.3
774,2022-02-01,2022-02-28,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",139.59,9.4,-12.8,-2.7
775,2022-01-01,2022-01-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",143.5,13.8,-4.4,-2.9
776,2021-12-01,2021-12-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",147.82,16.4,-17.1,-22.0
777,2021-11-01,2021-11-30,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",189.52,19.4,1.1,31.8
778,2021-10-01,2021-10-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",143.76,20.6,-5.1,-1.1
779,2021-09-01,2021-09-30,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",145.35,22.9,12.6,14.5
780,2021-08-01,2021-08-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",126.94,24.0,13.4,-11.7
781,2021-07-01,2021-07-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",143.68,24.1,11.7,-8.8
782,2021-06-01,2021-06-30,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",157.53,23.9,26.2,2.4
783,2021-05-01,2021-05-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",153.82,21.3,9.3,-13.1
784,2021-04-01,2021-04-30,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",177.07,18.2,45.9,-7.1
785,2021-03-01,2021-03-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",190.53,16.2,65.0,19.0
786,2021-02-01,2021-02-28,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",160.06,12.6,43.1,6.6
787,2021-01-01,2021-01-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",150.15,8.8,25.3,-15.8
788,2020-12-01,2020-12-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",198.71,8.0,22.4,6.0
789,2020-11-01,2020-11-30,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",187.44,6.5,10.4,23.7
790,2020-10-01,2020-10-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",151.48,5.1,18.2,17.4
791,2020-09-01,2020-09-30,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",129.08,2.3,26.6,15.3
792,2020-08-01,2020-08-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",111.96,-0.1,12.5,-13.0
793,2020-07-01,2020-07-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",128.64,0.5,8.9,3.1
794,2020-06-01,2020-06-30,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",124.8,0.9,-4.6,-11.3
795,2020-05-01,2020-05-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",140.7,3.3,-16.5,15.9
796,2020-04-01,2020-04-30,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",121.38,9.5,21.3,5.1
797,2020-03-01,2020-03-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",115.46,8.7,17.3,3.2
798,2020-02-01,2020-02-29,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",111.83,7.9,-7.3,-6.7
799,2020-01-01,2020-01-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",119.86,10.7,-0.9,-26.2
800,2019-12-01,2019-12-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",162.4,13.2,7.9,-4.3
801,2019-11-01,2019-11-30,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",169.72,15.4,-1.2,32.5
802,2019-10-01,2019-10-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",128.13,19.0,-12.0,25.6
803,2019-09-01,2019-09-30,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",101.99,24.9,-8.8,2.4
804,2019-08-01,2019-08-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",99.56,27.4,25.6,-15.8
805,2019-07-01,2019-07-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",118.18,26.4,16.2,-9.7
806,2019-06-01,2019-06-30,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",130.85,26.7,28.1,-22.4
807,2019-05-01,2019-05-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",168.57,25.8,52.8,68.4
808,2019-04-01,2019-04-30,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",100.09,21.6,10.2,1.6
809,2019-03-01,2019-03-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",98.47,20.9,4.8,-18.3
810,2019-02-01,2019-02-28,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",120.58,20.5,30.1,-0.3
811,2019-01-01,2019-01-31,479,"Comércio a retalho não efetuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Retail trade not made in establishments, stalls, fairs or mobile units",120.97,19.9,32.8,-19.6
